"symbol"	"log2fc"	"pv"	"fdr"	"dataset_id"	"dataset_annot"
"MINOS1"	-0.9791386	0.0308563	0.475	"GSE781"	"renal_cell_carcinoma"
"SFXN4"	-0.9828218	0.0438966	0.495	"GSE781"	"renal_cell_carcinoma"
"FMN2"	-0.9832917	0.0379725	0.487	"GSE781"	"renal_cell_carcinoma"
"NFKBIB"	-0.9844547	0.0322965	0.476	"GSE781"	"renal_cell_carcinoma"
"ANKRD33"	-0.9845912	0.0252804	0.46	"GSE781"	"renal_cell_carcinoma"
"LOC646626"	-0.9850675	0.024682	0.457	"GSE781"	"renal_cell_carcinoma"
"FBXO10"	-0.9877606	0.0181725	0.437	"GSE781"	"renal_cell_carcinoma"
"PAPPA"	-0.9887019	0.0344288	0.48	"GSE781"	"renal_cell_carcinoma"
"CCDC18"	-0.9897371	0.0039384	0.342	"GSE781"	"renal_cell_carcinoma"
"WWC1"	-0.9908714	0.0257496	0.461	"GSE781"	"renal_cell_carcinoma"
"MAGI2-AS3"	-0.9945447	0.0216917	0.445	"GSE781"	"renal_cell_carcinoma"
"MRPS25"	-0.9950662	0.0191947	0.438	"GSE781"	"renal_cell_carcinoma"
"XPO7"	-0.9953491	0.0094284	0.399	"GSE781"	"renal_cell_carcinoma"
"FAM229A"	-0.9958382	0.0302184	0.472	"GSE781"	"renal_cell_carcinoma"
"SLCO5A1"	-0.9960458	0.0345792	0.48	"GSE781"	"renal_cell_carcinoma"
"KCNJ15"	-0.9960631	0.0456465	0.499	"GSE781"	"renal_cell_carcinoma"
"TMEM45B"	-0.997534	0.0054839	0.359	"GSE781"	"renal_cell_carcinoma"
"KLHL13"	-0.998031	0.0162948	0.43	"GSE781"	"renal_cell_carcinoma"
"JSRP1"	-1.0003752	0.0408676	0.493	"GSE781"	"renal_cell_carcinoma"
"CROT"	-1.005139	0.0451259	0.498	"GSE781"	"renal_cell_carcinoma"
"LOC100506558///MATN2"	-1.0065214	0.0303157	0.472	"GSE781"	"renal_cell_carcinoma"
"TSEN15"	-1.0066295	0.0459636	0.5	"GSE781"	"renal_cell_carcinoma"
"SEMA6D"	-1.0081385	0.0497163	0.509	"GSE781"	"renal_cell_carcinoma"
"KATNB1"	-1.0089621	0.0056752	0.359	"GSE781"	"renal_cell_carcinoma"
"ZDHHC1"	-1.0093251	0.0216903	0.445	"GSE781"	"renal_cell_carcinoma"
"GSR"	-1.0093853	0.0171236	0.435	"GSE781"	"renal_cell_carcinoma"
"NFKBID"	-1.0094697	0.0423482	0.493	"GSE781"	"renal_cell_carcinoma"
"CAPN13"	-1.0101926	0.0353463	0.481	"GSE781"	"renal_cell_carcinoma"
"LOC100507855///AK4"	-1.011139	0.0374408	0.485	"GSE781"	"renal_cell_carcinoma"
"SPNS3"	-1.0164157	0.0232441	0.451	"GSE781"	"renal_cell_carcinoma"
"SALL3"	-1.0165804	0.0009138	0.322	"GSE781"	"renal_cell_carcinoma"
"C8orf46"	-1.0182278	0.0288301	0.469	"GSE781"	"renal_cell_carcinoma"
"LIN37"	-1.0211147	0.0356369	0.482	"GSE781"	"renal_cell_carcinoma"
"TPTEP1"	-1.0213131	0.0115854	0.415	"GSE781"	"renal_cell_carcinoma"
"SPATA17"	-1.0215076	0.0343494	0.48	"GSE781"	"renal_cell_carcinoma"
"ATP5G3"	-1.0220038	0.0151889	0.424	"GSE781"	"renal_cell_carcinoma"
"CYCS"	-1.0222426	0.0229487	0.448	"GSE781"	"renal_cell_carcinoma"
"TUG1"	-1.0231255	0.0449772	0.498	"GSE781"	"renal_cell_carcinoma"
"ZNF503"	-1.023997	0.0233931	0.453	"GSE781"	"renal_cell_carcinoma"
"TMEM254-AS1"	-1.0248664	0.0301049	0.472	"GSE781"	"renal_cell_carcinoma"
"FAM124A"	-1.0261243	0.0194896	0.438	"GSE781"	"renal_cell_carcinoma"
"TTTY8B///TTTY8"	-1.0266356	0.0466872	0.502	"GSE781"	"renal_cell_carcinoma"
"LENG1"	-1.0279555	0.0141997	0.422	"GSE781"	"renal_cell_carcinoma"
"CDK15"	-1.028793	0.0499394	0.509	"GSE781"	"renal_cell_carcinoma"
"CCDC40"	-1.0288583	0.0159654	0.429	"GSE781"	"renal_cell_carcinoma"
"VSTM4"	-1.0300832	0.0360338	0.483	"GSE781"	"renal_cell_carcinoma"
"PROX1"	-1.0314692	0.0370942	0.485	"GSE781"	"renal_cell_carcinoma"
"GATB"	-1.0320311	0.0453261	0.498	"GSE781"	"renal_cell_carcinoma"
"MORN4"	-1.0327218	0.0402466	0.493	"GSE781"	"renal_cell_carcinoma"
"RIF1"	-1.0368001	0.025136	0.46	"GSE781"	"renal_cell_carcinoma"
"GINS4"	-1.041028	0.018211	0.437	"GSE781"	"renal_cell_carcinoma"
"PGPEP1"	-1.0419026	0.0211346	0.44	"GSE781"	"renal_cell_carcinoma"
"LIMS4///LIMS3"	-1.0426442	0.012115	0.416	"GSE781"	"renal_cell_carcinoma"
"SLC45A1"	-1.0437533	0.0364339	0.484	"GSE781"	"renal_cell_carcinoma"
"FMN2"	-1.0487326	0.012838	0.416	"GSE781"	"renal_cell_carcinoma"
"NPAS3"	-1.0490397	0.0339027	0.476	"GSE781"	"renal_cell_carcinoma"
"GRIN3A"	-1.0494198	0.0411389	0.493	"GSE781"	"renal_cell_carcinoma"
"C17orf89"	-1.0527029	0.0368487	0.485	"GSE781"	"renal_cell_carcinoma"
"SHROOM3"	-1.0540942	0.0350799	0.481	"GSE781"	"renal_cell_carcinoma"
"IGF2BP1"	-1.0542408	0.0338844	0.476	"GSE781"	"renal_cell_carcinoma"
"RALGPS2"	-1.0542872	0.0345233	0.48	"GSE781"	"renal_cell_carcinoma"
"BRD4"	-1.0544147	0.019747	0.438	"GSE781"	"renal_cell_carcinoma"
"EMSY"	-1.0646224	0.0427689	0.493	"GSE781"	"renal_cell_carcinoma"
"CLCN5"	-1.0658445	0.028797	0.469	"GSE781"	"renal_cell_carcinoma"
"GDNF"	-1.0668707	0.0486342	0.506	"GSE781"	"renal_cell_carcinoma"
"LOC729887"	-1.0671277	0.0368306	0.485	"GSE781"	"renal_cell_carcinoma"
"ORAOV1"	-1.0682664	0.0450594	0.498	"GSE781"	"renal_cell_carcinoma"
"FOXK2"	-1.0687399	0.044952	0.498	"GSE781"	"renal_cell_carcinoma"
"MYH14"	-1.0703418	0.0483599	0.506	"GSE781"	"renal_cell_carcinoma"
"CMBL"	-1.0723205	0.0303314	0.472	"GSE781"	"renal_cell_carcinoma"
"PRLR"	-1.0729106	0.0290469	0.469	"GSE781"	"renal_cell_carcinoma"
"PCYT2"	-1.0747781	0.04151	0.493	"GSE781"	"renal_cell_carcinoma"
"IKZF4"	-1.0755909	0.0286065	0.469	"GSE781"	"renal_cell_carcinoma"
"FAM161A"	-1.0760982	0.031688	0.475	"GSE781"	"renal_cell_carcinoma"
"FLVCR1-AS1"	-1.0774017	0.0096804	0.4	"GSE781"	"renal_cell_carcinoma"
"CYCS"	-1.0796256	0.0301569	0.472	"GSE781"	"renal_cell_carcinoma"
"SIN3A"	-1.0827148	0.0168448	0.435	"GSE781"	"renal_cell_carcinoma"
"KCNIP3"	-1.0833943	0.0229888	0.448	"GSE781"	"renal_cell_carcinoma"
"GULP1"	-1.0849613	0.028787	0.469	"GSE781"	"renal_cell_carcinoma"
"ERBB4"	-1.0860081	0.0087122	0.394	"GSE781"	"renal_cell_carcinoma"
"TNFSF15"	-1.0862022	0.0049728	0.357	"GSE781"	"renal_cell_carcinoma"
"LINC00472"	-1.0869363	0.0018084	0.322	"GSE781"	"renal_cell_carcinoma"
"HNRNPA2B1"	-1.0883848	0.0275208	0.464	"GSE781"	"renal_cell_carcinoma"
"KIAA2026"	-1.0901075	0.025881	0.462	"GSE781"	"renal_cell_carcinoma"
"TRBV27"	-1.0922964	0.0165129	0.432	"GSE781"	"renal_cell_carcinoma"
"GLYCTK"	-1.0935809	0.0106247	0.41	"GSE781"	"renal_cell_carcinoma"
"VPS13A"	-1.0951855	0.0396905	0.49	"GSE781"	"renal_cell_carcinoma"
"LOC102723542"	-1.0967632	0.0486115	0.506	"GSE781"	"renal_cell_carcinoma"
"IAH1"	-1.0973424	0.0227421	0.448	"GSE781"	"renal_cell_carcinoma"
"RASL10B"	-1.0978567	0.036645	0.485	"GSE781"	"renal_cell_carcinoma"
"ADI1"	-1.0995382	0.0374331	0.485	"GSE781"	"renal_cell_carcinoma"
"ANKRD23"	-1.0998314	0.0177937	0.437	"GSE781"	"renal_cell_carcinoma"
"LOC102724362"	-1.101526	0.0255903	0.46	"GSE781"	"renal_cell_carcinoma"
"KCNQ4"	-1.1068415	0.020293	0.438	"GSE781"	"renal_cell_carcinoma"
"LOC100130691"	-1.1073591	0.0316554	0.475	"GSE781"	"renal_cell_carcinoma"
"NTN1"	-1.1075622	0.0186502	0.438	"GSE781"	"renal_cell_carcinoma"
"PAQR7"	-1.1076372	0.0065919	0.368	"GSE781"	"renal_cell_carcinoma"
"ASB1"	-1.1082851	0.0363485	0.484	"GSE781"	"renal_cell_carcinoma"
"NR2F2-AS1"	-1.1086424	0.017971	0.437	"GSE781"	"renal_cell_carcinoma"
"C1orf194"	-1.1087972	0.0243738	0.457	"GSE781"	"renal_cell_carcinoma"
"NUDT16"	-1.1102123	0.0104152	0.408	"GSE781"	"renal_cell_carcinoma"
"MECOM"	-1.1110364	0.012565	0.416	"GSE781"	"renal_cell_carcinoma"
"MAGI3"	-1.1116549	0.0361926	0.483	"GSE781"	"renal_cell_carcinoma"
"TNFRSF9"	-1.1122615	0.0156309	0.426	"GSE781"	"renal_cell_carcinoma"
"AAK1"	-1.1135662	0.0477575	0.506	"GSE781"	"renal_cell_carcinoma"
"GRHL1"	-1.113694	0.0127439	0.416	"GSE781"	"renal_cell_carcinoma"
"SHISA2"	-1.1137367	0.0068687	0.371	"GSE781"	"renal_cell_carcinoma"
"LOC151174"	-1.115361	0.0028121	0.322	"GSE781"	"renal_cell_carcinoma"
"ACSS1"	-1.1160606	0.0249528	0.459	"GSE781"	"renal_cell_carcinoma"
"ADAD2"	-1.1161239	0.0202505	0.438	"GSE781"	"renal_cell_carcinoma"
"TRPM5"	-1.1165583	0.0244528	0.457	"GSE781"	"renal_cell_carcinoma"
"ZNF865"	-1.1204236	0.0268003	0.462	"GSE781"	"renal_cell_carcinoma"
"RNF151"	-1.1225203	0.0202415	0.438	"GSE781"	"renal_cell_carcinoma"
"SCN7A"	-1.124151	0.0347993	0.481	"GSE781"	"renal_cell_carcinoma"
"RASSF8-AS1"	-1.1258114	0.0128899	0.416	"GSE781"	"renal_cell_carcinoma"
"SIPA1L3"	-1.12748	0.020304	0.438	"GSE781"	"renal_cell_carcinoma"
"FCRL2"	-1.1277635	0.0248099	0.458	"GSE781"	"renal_cell_carcinoma"
"GNG7"	-1.1280945	0.0147709	0.422	"GSE781"	"renal_cell_carcinoma"
"C6orf52"	-1.1287321	0.0171536	0.435	"GSE781"	"renal_cell_carcinoma"
"CMTM4"	-1.1307885	0.0092533	0.399	"GSE781"	"renal_cell_carcinoma"
"SNX24"	-1.1357976	0.0204295	0.439	"GSE781"	"renal_cell_carcinoma"
"TFDP1"	-1.1372762	0.0465347	0.5	"GSE781"	"renal_cell_carcinoma"
"SUSD3"	-1.1379748	0.0338764	0.476	"GSE781"	"renal_cell_carcinoma"
"PAQR5"	-1.1381799	0.0200721	0.438	"GSE781"	"renal_cell_carcinoma"
"ATP2A2"	-1.138975	0.0362933	0.484	"GSE781"	"renal_cell_carcinoma"
"CGN"	-1.1407256	0.0272677	0.463	"GSE781"	"renal_cell_carcinoma"
"LOC100128198"	-1.1418622	0.0146688	0.422	"GSE781"	"renal_cell_carcinoma"
"COX7B"	-1.1428915	0.026326	0.462	"GSE781"	"renal_cell_carcinoma"
"TMEM259"	-1.1433815	0.0453488	0.498	"GSE781"	"renal_cell_carcinoma"
"MIR503///MIR424///MIR503HG"	-1.1436853	0.0235303	0.454	"GSE781"	"renal_cell_carcinoma"
"LOC101929315"	-1.1450768	0.0440339	0.496	"GSE781"	"renal_cell_carcinoma"
"CORIN"	-1.1512709	0.0224537	0.448	"GSE781"	"renal_cell_carcinoma"
"PTPN5"	-1.1515409	0.0207657	0.44	"GSE781"	"renal_cell_carcinoma"
"LOC100129449"	-1.1524739	0.0229519	0.448	"GSE781"	"renal_cell_carcinoma"
"SLC8B1"	-1.1542711	0.0161675	0.43	"GSE781"	"renal_cell_carcinoma"
"SMIM4"	-1.1550508	0.0330932	0.476	"GSE781"	"renal_cell_carcinoma"
"RFX4"	-1.1563296	0.0383035	0.488	"GSE781"	"renal_cell_carcinoma"
"LOC100130950"	-1.1574806	0.0285916	0.469	"GSE781"	"renal_cell_carcinoma"
"SLIT2"	-1.1600878	0.0211224	0.44	"GSE781"	"renal_cell_carcinoma"
"CCNT2-AS1"	-1.1609039	0.0414738	0.493	"GSE781"	"renal_cell_carcinoma"
"LARP6"	-1.1609685	0.0218355	0.446	"GSE781"	"renal_cell_carcinoma"
"LOC101928317///PLBD1-AS1"	-1.1624709	0.0267745	0.462	"GSE781"	"renal_cell_carcinoma"
"CAPS"	-1.1658364	0.0137579	0.419	"GSE781"	"renal_cell_carcinoma"
"GABRA2"	-1.1684919	0.0413034	0.493	"GSE781"	"renal_cell_carcinoma"
"LOC102723684"	-1.1713535	0.0410058	0.493	"GSE781"	"renal_cell_carcinoma"
"FLRT3"	-1.1724186	0.0254876	0.46	"GSE781"	"renal_cell_carcinoma"
"DENND5B"	-1.1730208	0.0327592	0.476	"GSE781"	"renal_cell_carcinoma"
"TBX3"	-1.1731805	0.0364638	0.484	"GSE781"	"renal_cell_carcinoma"
"TBX2-AS1"	-1.1737554	0.0266961	0.462	"GSE781"	"renal_cell_carcinoma"
"ZC2HC1B"	-1.175983	0.0279895	0.466	"GSE781"	"renal_cell_carcinoma"
"ZBTB10"	-1.1762835	0.0113475	0.414	"GSE781"	"renal_cell_carcinoma"
"ZNF503"	-1.1770177	0.0271509	0.463	"GSE781"	"renal_cell_carcinoma"
"MFSD4A"	-1.1771796	0.0026909	0.322	"GSE781"	"renal_cell_carcinoma"
"MMAB"	-1.178079	0.0054969	0.359	"GSE781"	"renal_cell_carcinoma"
"NAT8L"	-1.1828008	0.0261965	0.462	"GSE781"	"renal_cell_carcinoma"
"LOC101929305"	-1.1836059	0.043726	0.495	"GSE781"	"renal_cell_carcinoma"
"TFDP2"	-1.1842275	0.0265004	0.462	"GSE781"	"renal_cell_carcinoma"
"LOC101927085"	-1.1867032	0.0485469	0.506	"GSE781"	"renal_cell_carcinoma"
"CLNK"	-1.1882653	0.0321786	0.476	"GSE781"	"renal_cell_carcinoma"
"CADM4"	-1.1894942	0.0335532	0.476	"GSE781"	"renal_cell_carcinoma"
"PVR"	-1.1921164	0.0410679	0.493	"GSE781"	"renal_cell_carcinoma"
"TLCD1"	-1.1926712	0.0130964	0.417	"GSE781"	"renal_cell_carcinoma"
"NECTIN1"	-1.1926829	0.0085908	0.393	"GSE781"	"renal_cell_carcinoma"
"NAGS"	-1.1940985	0.0383642	0.488	"GSE781"	"renal_cell_carcinoma"
"BBS5"	-1.1960091	0.0484623	0.506	"GSE781"	"renal_cell_carcinoma"
"BMP2K"	-1.1970827	0.0179962	0.437	"GSE781"	"renal_cell_carcinoma"
"SLC25A29"	-1.197808	0.0174059	0.437	"GSE781"	"renal_cell_carcinoma"
"EFCAB6"	-1.198283	0.0027583	0.322	"GSE781"	"renal_cell_carcinoma"
"THRB"	-1.2017994	0.0186032	0.438	"GSE781"	"renal_cell_carcinoma"
"SOBP"	-1.2036686	0.0380376	0.487	"GSE781"	"renal_cell_carcinoma"
"SLC2A13"	-1.2039337	0.0417579	0.493	"GSE781"	"renal_cell_carcinoma"
"PLCL1"	-1.204279	0.0439922	0.496	"GSE781"	"renal_cell_carcinoma"
"SLC16A7"	-1.2046153	0.0045959	0.355	"GSE781"	"renal_cell_carcinoma"
"ZNF577"	-1.2051997	0.0223371	0.448	"GSE781"	"renal_cell_carcinoma"
"RMDN1"	-1.2053158	0.0331945	0.476	"GSE781"	"renal_cell_carcinoma"
"RCL1"	-1.2056546	0.0023453	0.322	"GSE781"	"renal_cell_carcinoma"
"TMEM174"	-1.2079847	0.0386695	0.488	"GSE781"	"renal_cell_carcinoma"
"CYS1"	-1.2095246	0.0449797	0.498	"GSE781"	"renal_cell_carcinoma"
"KCNIP2"	-1.2101583	0.0155397	0.426	"GSE781"	"renal_cell_carcinoma"
"WNK3"	-1.2102643	0.0077857	0.383	"GSE781"	"renal_cell_carcinoma"
"H1FNT"	-1.2105794	0.0486767	0.506	"GSE781"	"renal_cell_carcinoma"
"PRKCB"	-1.2118372	0.021937	0.446	"GSE781"	"renal_cell_carcinoma"
"LOC101928000"	-1.2118947	0.0349564	0.481	"GSE781"	"renal_cell_carcinoma"
"SLC6A18"	-1.2124145	0.0352827	0.481	"GSE781"	"renal_cell_carcinoma"
"ACSL6"	-1.2146244	0.014232	0.422	"GSE781"	"renal_cell_carcinoma"
"KCTD1"	-1.2156185	0.0035166	0.339	"GSE781"	"renal_cell_carcinoma"
"SERP2"	-1.2162143	0.0462002	0.5	"GSE781"	"renal_cell_carcinoma"
"SNX8"	-1.2173327	0.0475587	0.505	"GSE781"	"renal_cell_carcinoma"
"SLC25A29"	-1.217442	0.0085309	0.392	"GSE781"	"renal_cell_carcinoma"
"SMCO3"	-1.2183769	0.018024	0.437	"GSE781"	"renal_cell_carcinoma"
"MCOLN3"	-1.2248426	0.0121217	0.416	"GSE781"	"renal_cell_carcinoma"
"MROH8"	-1.2263071	0.0261314	0.462	"GSE781"	"renal_cell_carcinoma"
"ERICH4"	-1.2269208	0.0457954	0.499	"GSE781"	"renal_cell_carcinoma"
"TTLL6"	-1.2278147	0.0197009	0.438	"GSE781"	"renal_cell_carcinoma"
"LINC00202-2"	-1.2279224	0.0052782	0.358	"GSE781"	"renal_cell_carcinoma"
"MIR124-2HG"	-1.2279236	0.0315237	0.475	"GSE781"	"renal_cell_carcinoma"
"SORCS1"	-1.2311075	0.0419087	0.493	"GSE781"	"renal_cell_carcinoma"
"KIAA1549L"	-1.2335261	0.0183106	0.437	"GSE781"	"renal_cell_carcinoma"
"LOC100128727///DGKI"	-1.2365387	0.0398684	0.491	"GSE781"	"renal_cell_carcinoma"
"ZNF790-AS1"	-1.2380299	0.0229598	0.448	"GSE781"	"renal_cell_carcinoma"
"LOC102724030"	-1.2380508	0.016253	0.43	"GSE781"	"renal_cell_carcinoma"
"LINC01187"	-1.2388223	0.0088667	0.395	"GSE781"	"renal_cell_carcinoma"
"LHFPL3-AS2"	-1.2396433	0.0264911	0.462	"GSE781"	"renal_cell_carcinoma"
"PTK2"	-1.2402292	0.0264603	0.462	"GSE781"	"renal_cell_carcinoma"
"STK32A"	-1.2406807	0.0427079	0.493	"GSE781"	"renal_cell_carcinoma"
"MARK3"	-1.2433187	0.0252316	0.46	"GSE781"	"renal_cell_carcinoma"
"PFKFB2"	-1.2456945	0.0014483	0.322	"GSE781"	"renal_cell_carcinoma"
"DNAJC12"	-1.2468799	0.0077544	0.383	"GSE781"	"renal_cell_carcinoma"
"CASZ1"	-1.2490571	0.0139354	0.422	"GSE781"	"renal_cell_carcinoma"
"C18orf8"	-1.2510253	0.0057022	0.359	"GSE781"	"renal_cell_carcinoma"
"ATAD3C"	-1.2510711	0.0157062	0.426	"GSE781"	"renal_cell_carcinoma"
"ARSD"	-1.251804	0.0109717	0.411	"GSE781"	"renal_cell_carcinoma"
"LINC00458"	-1.252536	0.0251486	0.46	"GSE781"	"renal_cell_carcinoma"
"CABP7"	-1.2548192	0.0037922	0.339	"GSE781"	"renal_cell_carcinoma"
"MRLN"	-1.2550394	0.0357722	0.482	"GSE781"	"renal_cell_carcinoma"
"C15orf59"	-1.255434	0.0339637	0.476	"GSE781"	"renal_cell_carcinoma"
"SLC19A3"	-1.2584066	0.0465219	0.5	"GSE781"	"renal_cell_carcinoma"
"CFAP70"	-1.2588154	0.0245079	0.457	"GSE781"	"renal_cell_carcinoma"
"ZNRF1"	-1.2588216	0.0166973	0.434	"GSE781"	"renal_cell_carcinoma"
"TTLL9"	-1.2601	0.0097024	0.4	"GSE781"	"renal_cell_carcinoma"
"SIX4"	-1.2601374	0.0221901	0.448	"GSE781"	"renal_cell_carcinoma"
"CACNA1E"	-1.2604	0.0493657	0.509	"GSE781"	"renal_cell_carcinoma"
"EIF2AK3"	-1.2605122	0.0431033	0.494	"GSE781"	"renal_cell_carcinoma"
"ZNF793-AS1"	-1.2609253	0.0244262	0.457	"GSE781"	"renal_cell_carcinoma"
"LOC101927391"	-1.2662381	0.0318187	0.475	"GSE781"	"renal_cell_carcinoma"
"C9orf84"	-1.2665553	0.0047785	0.357	"GSE781"	"renal_cell_carcinoma"
"CDKL3"	-1.269845	0.0072531	0.38	"GSE781"	"renal_cell_carcinoma"
"ST8SIA5"	-1.2709643	0.0327914	0.476	"GSE781"	"renal_cell_carcinoma"
"PCGEM1"	-1.2767284	0.0468565	0.502	"GSE781"	"renal_cell_carcinoma"
"TASP1"	-1.2773909	0.0355289	0.481	"GSE781"	"renal_cell_carcinoma"
"ATP2B2"	-1.2782028	0.0400373	0.491	"GSE781"	"renal_cell_carcinoma"
"MPP7"	-1.2790114	0.0366695	0.485	"GSE781"	"renal_cell_carcinoma"
"SCRN2"	-1.2810274	0.0336564	0.476	"GSE781"	"renal_cell_carcinoma"
"CTB-12O2.1"	-1.2832354	0.0071271	0.378	"GSE781"	"renal_cell_carcinoma"
"MUC4"	-1.2834083	0.0089934	0.396	"GSE781"	"renal_cell_carcinoma"
"CHL1"	-1.2837383	0.041219	0.493	"GSE781"	"renal_cell_carcinoma"
"SAT2"	-1.2838843	0.027881	0.466	"GSE781"	"renal_cell_carcinoma"
"PWWP2B"	-1.2842127	0.0081075	0.387	"GSE781"	"renal_cell_carcinoma"
"LOC100507507"	-1.2857842	0.0065715	0.368	"GSE781"	"renal_cell_carcinoma"
"GATM"	-1.2876748	0.0086936	0.394	"GSE781"	"renal_cell_carcinoma"
"LINC00664"	-1.2907722	0.0477952	0.506	"GSE781"	"renal_cell_carcinoma"
"MAP3K2"	-1.2908676	0.0349773	0.481	"GSE781"	"renal_cell_carcinoma"
"SCN3A"	-1.2925024	0.005577	0.359	"GSE781"	"renal_cell_carcinoma"
"DACT3"	-1.2934522	0.0329196	0.476	"GSE781"	"renal_cell_carcinoma"
"LOC100133985"	-1.298108	0.0296449	0.471	"GSE781"	"renal_cell_carcinoma"
"CDRT15"	-1.2996286	0.0371027	0.485	"GSE781"	"renal_cell_carcinoma"
"EHF"	-1.3005387	0.0046195	0.356	"GSE781"	"renal_cell_carcinoma"
"RPS6KA6"	-1.3012253	0.0474998	0.505	"GSE781"	"renal_cell_carcinoma"
"MIR612///NEAT1"	-1.3012417	0.0206807	0.44	"GSE781"	"renal_cell_carcinoma"
"FRMD7"	-1.3018942	0.0276697	0.465	"GSE781"	"renal_cell_carcinoma"
"SAMD5"	-1.3040317	0.0301726	0.472	"GSE781"	"renal_cell_carcinoma"
"GALM"	-1.3056718	0.0092814	0.399	"GSE781"	"renal_cell_carcinoma"
"ATP1A1"	-1.3092681	0.0009212	0.322	"GSE781"	"renal_cell_carcinoma"
"C5orf58"	-1.3122805	0.040343	0.493	"GSE781"	"renal_cell_carcinoma"
"OSTM1-AS1"	-1.3128959	0.0035735	0.339	"GSE781"	"renal_cell_carcinoma"
"ZNF827"	-1.3149603	0.0262974	0.462	"GSE781"	"renal_cell_carcinoma"
"WLS"	-1.3154084	0.0088799	0.395	"GSE781"	"renal_cell_carcinoma"
"RAB4B"	-1.3172027	0.0113605	0.414	"GSE781"	"renal_cell_carcinoma"
"NOS1"	-1.3219224	0.0362927	0.484	"GSE781"	"renal_cell_carcinoma"
"DNAH1"	-1.3226394	0.0068989	0.372	"GSE781"	"renal_cell_carcinoma"
"LOC100131662"	-1.3250931	0.0409055	0.493	"GSE781"	"renal_cell_carcinoma"
"FAM231D///LOC388692"	-1.3276601	0.0390617	0.489	"GSE781"	"renal_cell_carcinoma"
"MEG3"	-1.3293499	0.0351952	0.481	"GSE781"	"renal_cell_carcinoma"
"MAP6"	-1.3304617	0.0061487	0.367	"GSE781"	"renal_cell_carcinoma"
"NDUFA10"	-1.3327764	0.01692	0.435	"GSE781"	"renal_cell_carcinoma"
"HIVEP3"	-1.3342796	0.0161864	0.43	"GSE781"	"renal_cell_carcinoma"
"GALNTL5"	-1.3349382	0.0072119	0.38	"GSE781"	"renal_cell_carcinoma"
"PXMP4"	-1.3386755	0.0093459	0.399	"GSE781"	"renal_cell_carcinoma"
"LOC728743"	-1.3391155	0.0383879	0.488	"GSE781"	"renal_cell_carcinoma"
"FAM167A"	-1.3441995	0.0098688	0.403	"GSE781"	"renal_cell_carcinoma"
"WLS"	-1.3458547	0.0328752	0.476	"GSE781"	"renal_cell_carcinoma"
"SLC2A12"	-1.3484211	0.0444308	0.498	"GSE781"	"renal_cell_carcinoma"
"LINC00635"	-1.3502434	0.0238712	0.456	"GSE781"	"renal_cell_carcinoma"
"REG3A"	-1.3529563	0.0117297	0.416	"GSE781"	"renal_cell_carcinoma"
"IL1RAPL1"	-1.353627	0.0190773	0.438	"GSE781"	"renal_cell_carcinoma"
"OSBPL6"	-1.3565963	0.016715	0.434	"GSE781"	"renal_cell_carcinoma"
"FGFRL1"	-1.3567874	0.0280324	0.466	"GSE781"	"renal_cell_carcinoma"
"PHACTR3"	-1.3581919	0.0098348	0.403	"GSE781"	"renal_cell_carcinoma"
"ATP11C"	-1.3595211	0.0276264	0.465	"GSE781"	"renal_cell_carcinoma"
"SLC52A3"	-1.3681025	0.0266752	0.462	"GSE781"	"renal_cell_carcinoma"
"FRAS1"	-1.3700969	0.0360917	0.483	"GSE781"	"renal_cell_carcinoma"
"ESRRB"	-1.3705013	0.0266126	0.462	"GSE781"	"renal_cell_carcinoma"
"ADGRF1"	-1.3716408	0.0056364	0.359	"GSE781"	"renal_cell_carcinoma"
"SPATA12"	-1.3727631	0.0412921	0.493	"GSE781"	"renal_cell_carcinoma"
"MYLK-AS1"	-1.3728453	0.0050769	0.357	"GSE781"	"renal_cell_carcinoma"
"C21orf2"	-1.373995	0.0300729	0.472	"GSE781"	"renal_cell_carcinoma"
"TMEM207"	-1.3766814	0.0067181	0.371	"GSE781"	"renal_cell_carcinoma"
"SLC4A11"	-1.3785855	0.0023071	0.322	"GSE781"	"renal_cell_carcinoma"
"SEMA6D"	-1.3841835	0.0044968	0.352	"GSE781"	"renal_cell_carcinoma"
"C3orf58"	-1.3860814	0.0148657	0.422	"GSE781"	"renal_cell_carcinoma"
"LOC401463"	-1.3940736	0.0059899	0.365	"GSE781"	"renal_cell_carcinoma"
"ADCY5"	-1.3963354	0.004008	0.343	"GSE781"	"renal_cell_carcinoma"
"ULK4"	-1.3985775	0.0086647	0.394	"GSE781"	"renal_cell_carcinoma"
"BSND"	-1.3992598	0.0396417	0.49	"GSE781"	"renal_cell_carcinoma"
"CARMIL2"	-1.4012666	0.0107723	0.411	"GSE781"	"renal_cell_carcinoma"
"CLDN2"	-1.4013161	0.0314428	0.475	"GSE781"	"renal_cell_carcinoma"
"GLOD5"	-1.4013642	0.011763	0.416	"GSE781"	"renal_cell_carcinoma"
"ERBB4"	-1.4027792	0.0283208	0.469	"GSE781"	"renal_cell_carcinoma"
"ATP2C2"	-1.4050731	0.0237192	0.454	"GSE781"	"renal_cell_carcinoma"
"ARHGAP42"	-1.4087295	0.0021215	0.322	"GSE781"	"renal_cell_carcinoma"
"PBRM1"	-1.4102187	0.0407006	0.493	"GSE781"	"renal_cell_carcinoma"
